resource,consumer,Prey group,Reference,URL/DOI,Observation
Chloephaga hybrida,Macroalgae,Macroalgae,Venegas (1985),"Venegas, C. 1985-1986. Prospección aérea de gansos (Chloephaga) en la estepa central de Magallanes. Anales del Instituto de la Patagonia 16: 67˗73.",Stomach content
Eleginops maclovinus,Acanthocyclus albatrossis ,Benthic decapoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,In situ observation
Eleginops maclovinus,Polychaetes,Polychaeta,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Halicarcinus planatus,Benthic decapoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Cephalopods,Cephalopoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Ostracods,Ostracoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Amphipoda,Amphipoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Enteromorpha sp.,Green algae,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Ectocarpus sp.,Green algae,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Ulva sp.,Green algae,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Rhizoclonium sp.,Green algae,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Cladophora sp.,Green algae,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Ceramium sp.,Red algae,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Oscillatoria sp.,Cyanobacteria,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Copepods,Copepoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Ostracods,Ostracoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Isopoda,Isopoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Decapoda,Decapoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Acari,Arachnida,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Appendicularians,Tunicata,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Forams,Foraminifera,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Brachiopods,Brachiopoda,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Fishes,Pisces,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Eleginops maclovinus,Sediments,Sediment,Guzmán & Campodonico (1973),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/379,Stomach content
Orcinus orca,Otaria byronia,Sea lion,Capella et al. (1999),http://bibliotecadigital.umag.cl/handle/20.500.11893/1443,Stomach content
Orcinus orca,Arctocephalus australis,Sea lion,Capella et al. (1999),http://bibliotecadigital.umag.cl/handle/20.500.11893/1444,In situ observation
Orcinus orca,Tachyeres pteneres,Magellanic flightless steamer duck,Capella et al. (1999),http://bibliotecadigital.umag.cl/handle/20.500.11893/1445,In situ observation
Orcinus orca,Fishes,Pisces,Capella et al. (1999),http://bibliotecadigital.umag.cl/handle/20.500.11893/1446,In situ observation
Eurypodius latreillei,Plankton eggs,Plankton eggs,Campodónico & Guzmán (1972),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/193?locale-attribute=en,In situ observation
Eurypodius latreillei,Plankton larvae,Plankton larvae,Campodónico & Guzmán (1972),http://www.bibliotecadigital.umag.cl/handle/20.500.11893/193?locale-attribute=en,In situ observation (laboratory)
Acanthina monodon,Perumytilus purpuratus,Bivalvia,Andrade (pers. comm.),,In situ observation (laboratory)
Acanthina monodon,Mytilus chilensis,Bivalvia,Ríos & Gerdes (1997),https://epic.awi.de/id/eprint/5233/,Field observation
Anasterias antarctica,Trophon geversianus,Gastropoda,Ríos & Gerdes (1997),https://epic.awi.de/id/eprint/5233/,In situ observation
Siphonaria lessonii,Macroalgae,Brown algae,Ríos & Gerdes (1997),https://epic.awi.de/id/eprint/5233/,In situ observation
Siphonaria lessonii,Phytodetritus,Phytodetritus,Andrade (pers. comm.),,In situ observation
Siphonaria lessonii,Macrocystis pyrifera,Brown algae,Andrade (pers. comm.),,Stomach content
Fissurella oriens,Macrocystis pyrifera,Brown algae,Andrade (pers. comm.),,
Fissurella oriens,Macroalgae,Macroalgae,Mutschke et al. (1998),https://www.researchgate.net/publication/234585529_Situacion_actual_de_la_macrofauna_presente_en_el_intermareal_de_bloques_y_cantos_de_Bahia_Laredo_Estrecho_de_Magallanes,
Fissurella radiosa,Macrocystis pyrifera,Brown algae,Andrade (pers. comm.),,In situ observation
Fissurella radiosa,Macroalgae,Macroalgae,Mutschke et al. (1998),https://www.researchgate.net/publication/234585529_Situacion_actual_de_la_macrofauna_presente_en_el_intermareal_de_bloques_y_cantos_de_Bahia_Laredo_Estrecho_de_Magallanes,
Nacella mytilina,Microalgae,Microalgae,Mutschke et al. (1998),https://www.researchgate.net/publication/234585529_Situacion_actual_de_la_macrofauna_presente_en_el_intermareal_de_bloques_y_cantos_de_Bahia_Laredo_Estrecho_de_Magallanes,In situ observation
Nacella mytilina,Macrocystis pyrifera,Brown algae,Andrade (pers. comm.),,In situ observation
Mytilus chilensis,Phytoplankton,Plankton,Mutschke et al. (1998),https://www.researchgate.net/publication/234585529_Situacion_actual_de_la_macrofauna_presente_en_el_intermareal_de_bloques_y_cantos_de_Bahia_Laredo_Estrecho_de_Magallanes,
Mytilus chilensis,Zooplankton,Plankton,Mutschke et al. (1998),https://www.researchgate.net/publication/234585529_Situacion_actual_de_la_macrofauna_presente_en_el_intermareal_de_bloques_y_cantos_de_Bahia_Laredo_Estrecho_de_Magallanes,In situ observation
Nacella mytilina,Phytodetritus,Phytodetritus,Andrade (pers. comm.),,In situ observation
Harpagifer bispinis,Gammaridae,Amphipoda,Hüne & Vega (2016),,Stomach content
Harpagifer bispinis,Isopoda,Isopoda,Andrade (pers. comm.),,Stomach content
Harpagifer bispinis,Tanaidae,Malacostraca,Hüne & Vega (2016),,Stomach content
Harpagifer bispinis,Polychaetes,Polychaeta,Hüne & Rivera (2010),,
Anasterias antarctica,Aulacomya atra,Bivalvia,Andrade (pers. comm.),,
Maurolicus australis (larvae),Copepod egg,Copepoda,Landaeta et al. (2011),,
Maurolicus australis (larvae),Bivalvia larva,Bivalvia,Landaeta et al. (2011),,
Maurolicus australis (larvae),Copepod nauplius,Copepoda,Landaeta et al. (2011),,
Maurolicus australis (larvae),Calanoid copepodite,Copepoda,Landaeta et al. (2011),,
Lagenorhynchus australis,Salp,Tunicata,Schiavini et al. (1997),https://oceanrep.geomar.de/id/eprint/53025,
Patagonotothen cornucola,Exospheroma gigas,Isopoda,Hüne & Vega (2016),,
Harpagifer bispinis,Exospheroma gigas,Isopoda,Hüne & Vega (2016),,
Patagonotothen tessellata,Patagonotothen spp.,Pisces,Hüne et al. (2023),,
Lagenorhynchus australis,Eleginops maclovinus,Pisces,Schiavini et al. (1997),,
Macruronus magellanicus ,Munida gregaria,Pisces,Acevedo (2013),https://aquadocs.org/handle/1834/6952,
Lagenorhynchus australis,Illex argentinus,Cephalopoda,Schiavini et al. (1997),,
Aptenoydes patagonicus,Doryteuthis gahi ,Cephalopoda,Pütz et al. (2021),https://www.sciencedirect.com/science/article/pii/S2351989421002195,
Aptenoydes patagonicus,Patagonotothen tessellata,Pisces,Pütz et al. (2021),,
Enteroctopus megalocyathus,Tawera elliptica,Bivalvia,Sepúlveda (pers. comm),,
Enteroctopus megalocyathus,Peltarion spinulosum,Crustacea,Sepúlveda (pers. comm),,
Lagenorhynchus australis,Patagonotothen tessellata,Pisces,Viddi & Lescrauwaet (2005),https://www.vliz.be/imisdocs/publications/ocrd/102931.pdf,
Pseudorca crassidens,Genypterus blacodes,Pisces,Alonso & Pedraza (1999),,
Paralomis granulosa,Gaimardia trapesina,Gastropoda,Cañete et al. (2021),https://www.scielo.br/j/nau/a/DwGRczmMrxWjByhxjy8GHhD/,
Ostracoda,Phytoplankton,Ostracoda,,,
Ostracoda,Zooplankton,Ostracoda,,,
Aulacomya atra,Zooplankton,Bivalvia,,,
Aulacomya atra,Phytoplankton,Bivalvia,,,
Cosmasterias lurida,Trophon geversianus,Gastropoda,,,
Perumytilus purpuratus,Zooplankton,Bivalvia,,,
Perumytilus purpuratus,Phytoplankton,Bivalvia,,,
Salilota australis,Merluccius hubbsi,Pisces,,,
Salilota australis,Munida gregaria,Benthic decapoda,,,
Salilota australis,Patagonotothen spp.,Pisces,,,
Gaimardia sp.,Phytoplankton,Plankton,,,
